wavelength_nm,T_percent
315.0,13.0
316.0,13.0
317.0,13.0
318.0,13.0
319.0,13.0
320.0,13.0
321.0,13.0
322.0,13.0
323.0,13.0
324.0,13.0
325.0,13.0
326.0,13.0
327.0,13.0
328.0,13.0
329.0,13.0
330.0,13.0
331.0,13.0
332.0,13.0
333.0,13.0
334.0,13.0
335.0,13.0
336.0,13.0
337.0,13.0
338.0,13.0
339.0,13.0
340.0,13.0
341.0,13.0
342.0,13.0
343.0,13.0
344.0,13.0
345.0,13.0
346.0,13.0
347.0,13.0
348.0,13.0
349.0,13.0
350.0,13.0
351.0,13.0
352.0,13.0
353.0,13.0
354.0,13.0
355.0,13.0
356.0,13.0
357.0,13.0
358.0,13.0
359.0,13.0
360.0,13.0
361.0,13.0
362.0,13.0
363.0,13.0
364.0,13.0
365.0,13.0
366.0,13.0
367.0,13.0
368.0,13.0
369.0,13.0
370.0,13.0
371.0,13.0
372.0,13.0
373.0,13.0
374.0,13.0
375.0,13.0
376.0,13.0
377.0,13.0
378.0,13.0
379.0,13.0
380.0,13.0
381.0,13.0
382.0,14.0
383.0,14.0
384.0,14.0
385.0,14.0
386.0,13.0
387.0,13.0
388.0,13.0
389.0,13.0
390.0,13.0
391.0,13.0
392.0,13.0
393.0,13.0
394.0,13.0
395.0,13.0
396.0,13.0
397.0,13.0
398.0,13.0
399.0,13.0
400.0,13.0
401.0,13.0
402.0,13.0
403.0,13.0
404.0,13.0
405.0,13.0
406.0,13.0
407.0,13.0
408.0,13.0
409.0,13.0
410.0,13.0
411.0,13.0
412.0,13.0
413.0,13.0
414.0,13.0
415.0,13.0
416.0,13.0
417.0,13.0
418.0,13.0
419.0,13.0
420.0,12.0
421.0,12.0
422.0,12.0
423.0,12.0
424.0,12.0
425.0,12.0
426.0,12.0
427.0,12.0
428.0,12.0
429.0,12.0
430.0,12.0
431.0,12.0
432.0,12.0
433.0,12.0
434.0,12.0
435.0,12.0
436.0,12.0
437.0,12.0
438.0,12.0
439.0,12.0
440.0,12.0
441.0,12.0
442.0,12.0
443.0,12.0
444.0,12.0
445.0,12.0
446.0,12.0
447.0,12.0
448.0,12.0
449.0,12.0
450.0,12.0
451.0,12.0
452.0,12.0
453.0,12.0
454.0,12.0
455.0,12.0
456.0,12.0
457.0,12.0
458.0,12.0
459.0,12.0
460.0,12.0
461.0,12.0
462.0,12.0
463.0,12.0
464.0,12.0
465.0,12.0
466.0,12.0
467.0,12.0
468.0,12.0
469.0,12.0
470.0,12.0
471.0,12.0
472.0,12.0
473.0,12.0
474.0,12.0
475.0,12.0
476.0,12.0
477.0,12.0
478.0,11.0
479.0,11.0
480.0,11.0
481.0,11.0
482.0,11.0
483.0,11.0
484.0,11.0
485.0,11.0
486.0,11.0
487.0,11.0
488.0,11.0
489.0,11.0
490.0,11.0
491.0,11.0
492.0,11.0
493.0,11.0
494.0,11.0
495.0,11.0
496.0,11.0
497.0,11.0
498.0,11.0
499.0,11.0
500.0,11.0
501.0,11.0
502.0,11.0
503.0,11.0
504.0,11.0
505.0,11.0
506.0,11.0
507.0,11.0
508.0,11.0
509.0,11.0
510.0,11.0
511.0,11.0
512.0,11.0
513.0,11.0
514.0,11.0
515.0,11.0
516.0,11.0
517.0,11.0
518.0,11.0
519.0,11.0
520.0,11.0
521.0,11.0
522.0,11.0
523.0,11.0
524.0,11.0
525.0,11.0
526.0,11.0
527.0,11.0
528.0,11.0
529.0,11.0
530.0,11.0
531.0,11.0
532.0,11.0
533.0,11.0
534.0,11.0
535.0,11.0
536.0,11.0
537.0,11.0
538.0,11.0
539.0,11.0
540.0,11.0
541.0,11.0
542.0,11.0
543.0,11.0
544.0,11.0
545.0,10.0
546.0,10.0
547.0,10.0
548.0,10.0
549.0,10.0
550.0,10.0
551.0,10.0
552.0,10.0
553.0,10.0
554.0,10.0
555.0,10.0
556.0,10.0
557.0,10.0
558.0,10.0
559.0,10.0
560.0,10.0
561.0,10.0
562.0,10.0
563.0,10.0
564.0,10.0
565.0,10.0
566.0,10.0
567.0,10.0
568.0,10.0
569.0,10.0
570.0,10.0
571.0,10.0
572.0,10.0
573.0,10.0
574.0,10.0
575.0,10.0
576.0,10.0
577.0,10.0
578.0,10.0
579.0,10.0
580.0,10.0
581.0,10.0
582.0,10.0
583.0,10.0
584.0,10.0
585.0,10.0
586.0,10.0
587.0,10.0
588.0,10.0
589.0,10.0
590.0,10.0
591.0,10.0
592.0,10.0
593.0,10.0
594.0,10.0
595.0,10.0
596.0,10.0
597.0,10.0
598.0,10.0
599.0,10.0
600.0,10.0
601.0,10.0
602.0,10.0
603.0,10.0
604.0,10.0
605.0,10.0
606.0,10.0
607.0,9.0
608.0,9.0
609.0,9.0
610.0,9.0
611.0,9.0
612.0,9.0
613.0,9.0
614.0,9.0
615.0,9.0
616.0,9.0
617.0,9.0
618.0,9.0
619.0,9.0
620.0,9.0
621.0,9.0
622.0,9.0
623.0,9.0
624.0,9.0
625.0,9.0
626.0,9.0
627.0,9.0
628.0,9.0
629.0,9.0
630.0,9.0
631.0,9.0
632.0,9.0
633.0,9.0
634.0,9.0
635.0,9.0
636.0,9.0
637.0,9.0
638.0,9.0
639.0,9.0
640.0,9.0
641.0,9.0
642.0,9.0
643.0,9.0
644.0,9.0
645.0,9.0
646.0,9.0
647.0,9.0
648.0,9.0
649.0,9.0
650.0,9.0
651.0,9.0
652.0,9.0
653.0,9.0
