wavelength_nm,T_percent
315.0,1.0
316.0,1.0
317.0,1.0
318.0,1.0
319.0,1.0
320.0,1.0
321.0,1.0
322.0,1.0
323.0,1.0
324.0,1.0
325.0,1.0
326.0,1.0
327.0,1.0
328.0,1.0
329.0,1.0
330.0,1.0
331.0,1.0
332.0,1.0
333.0,1.0
334.0,1.0
335.0,1.0
336.0,1.0
337.0,1.0
338.0,1.0
339.0,1.0
340.0,1.0
341.0,1.0
342.0,1.0
343.0,1.0
344.0,1.0
345.0,1.0
346.0,1.0
347.0,1.0
348.0,1.0
349.0,1.0
350.0,2.0
351.0,2.0
352.0,3.0
353.0,4.0
354.0,5.0
355.0,6.0
356.0,7.0
357.0,8.0
358.0,9.0
359.0,11.0
360.0,13.0
361.0,15.0
362.0,17.0
363.0,18.0
364.0,20.0
365.0,22.0
366.0,25.0
367.0,27.0
368.0,29.0
369.0,32.0
370.0,34.0
371.0,37.0
372.0,41.0
373.0,45.0
374.0,50.0
375.0,54.0
376.0,57.0
377.0,60.0
378.0,62.0
379.0,65.0
380.0,67.0
381.0,70.0
382.0,72.0
383.0,74.0
384.0,75.0
385.0,76.0
386.0,77.0
387.0,78.0
388.0,79.0
389.0,80.0
390.0,81.0
391.0,82.0
392.0,82.0
393.0,83.0
394.0,84.0
395.0,85.0
396.0,86.0
397.0,86.0
398.0,87.0
399.0,87.0
400.0,88.0
401.0,89.0
402.0,89.0
403.0,90.0
404.0,90.0
405.0,90.0
406.0,91.0
407.0,91.0
408.0,91.0
409.0,91.0
410.0,91.0
411.0,91.0
412.0,92.0
413.0,92.0
414.0,92.0
415.0,92.0
416.0,92.0
417.0,92.0
418.0,92.0
419.0,92.0
420.0,92.0
421.0,92.0
422.0,92.0
423.0,92.0
424.0,92.0
425.0,92.0
426.0,92.0
427.0,93.0
428.0,93.0
429.0,93.0
430.0,93.0
431.0,93.0
432.0,93.0
433.0,93.0
434.0,93.0
435.0,93.0
436.0,93.0
437.0,93.0
438.0,94.0
439.0,94.0
440.0,94.0
441.0,94.0
442.0,94.0
443.0,94.0
444.0,94.0
445.0,94.0
446.0,94.0
447.0,95.0
448.0,95.0
449.0,95.0
450.0,95.0
451.0,95.0
452.0,95.0
453.0,95.0
454.0,95.0
455.0,94.0
456.0,94.0
457.0,94.0
458.0,94.0
459.0,94.0
460.0,94.0
461.0,94.0
462.0,94.0
463.0,94.0
464.0,94.0
465.0,94.0
466.0,94.0
467.0,94.0
468.0,94.0
469.0,94.0
470.0,94.0
471.0,94.0
472.0,94.0
473.0,94.0
474.0,94.0
475.0,94.0
476.0,94.0
477.0,94.0
478.0,94.0
479.0,94.0
480.0,94.0
481.0,94.0
482.0,94.0
483.0,94.0
484.0,94.0
485.0,94.0
486.0,94.0
487.0,94.0
488.0,94.0
489.0,94.0
490.0,94.0
491.0,94.0
492.0,94.0
493.0,94.0
494.0,94.0
495.0,94.0
496.0,94.0
497.0,94.0
498.0,94.0
499.0,94.0
500.0,94.0
501.0,94.0
502.0,94.0
503.0,94.0
504.0,95.0
505.0,95.0
506.0,95.0
507.0,95.0
508.0,95.0
509.0,95.0
510.0,95.0
511.0,95.0
512.0,95.0
513.0,95.0
514.0,95.0
515.0,95.0
516.0,95.0
517.0,95.0
518.0,95.0
519.0,95.0
520.0,95.0
521.0,95.0
522.0,95.0
523.0,95.0
524.0,95.0
525.0,95.0
526.0,95.0
527.0,95.0
528.0,95.0
529.0,95.0
530.0,95.0
531.0,96.0
532.0,96.0
533.0,96.0
534.0,96.0
535.0,96.0
536.0,96.0
537.0,96.0
538.0,96.0
539.0,96.0
540.0,95.0
541.0,95.0
542.0,95.0
543.0,95.0
544.0,95.0
545.0,95.0
546.0,95.0
547.0,95.0
548.0,95.0
549.0,95.0
550.0,95.0
551.0,95.0
552.0,95.0
553.0,95.0
554.0,95.0
555.0,95.0
556.0,95.0
557.0,95.0
558.0,95.0
559.0,95.0
560.0,95.0
561.0,95.0
562.0,95.0
563.0,95.0
564.0,95.0
565.0,95.0
566.0,95.0
567.0,95.0
568.0,95.0
569.0,95.0
570.0,95.0
571.0,95.0
572.0,95.0
573.0,95.0
574.0,95.0
575.0,95.0
576.0,95.0
577.0,95.0
578.0,95.0
579.0,95.0
580.0,95.0
581.0,95.0
582.0,95.0
583.0,95.0
584.0,95.0
585.0,95.0
586.0,95.0
587.0,95.0
588.0,95.0
589.0,95.0
590.0,95.0
591.0,95.0
592.0,96.0
593.0,96.0
594.0,96.0
595.0,96.0
596.0,96.0
597.0,96.0
598.0,96.0
599.0,96.0
600.0,96.0
601.0,96.0
602.0,96.0
603.0,96.0
604.0,96.0
605.0,96.0
606.0,96.0
607.0,96.0
608.0,96.0
609.0,95.0
610.0,95.0
611.0,95.0
612.0,95.0
613.0,95.0
614.0,95.0
615.0,95.0
616.0,95.0
617.0,95.0
618.0,95.0
619.0,95.0
620.0,95.0
621.0,95.0
622.0,95.0
623.0,95.0
624.0,95.0
625.0,95.0
626.0,95.0
627.0,95.0
628.0,95.0
629.0,95.0
630.0,94.0
631.0,94.0
632.0,94.0
633.0,94.0
634.0,94.0
635.0,94.0
636.0,94.0
637.0,94.0
638.0,94.0
639.0,94.0
640.0,94.0
641.0,94.0
642.0,94.0
643.0,94.0
644.0,94.0
645.0,94.0
646.0,94.0
647.0,94.0
648.0,94.0
649.0,94.0
650.0,94.0
651.0,94.0
652.0,94.0
653.0,94.0
654.0,94.0
655.0,94.0
656.0,94.0
657.0,94.0
658.0,94.0
659.0,94.0
660.0,94.0
661.0,94.0
662.0,94.0
663.0,94.0
664.0,94.0
665.0,94.0
666.0,94.0
667.0,94.0
668.0,94.0
669.0,94.0
670.0,94.0
671.0,94.0
672.0,94.0
673.0,94.0
674.0,94.0
675.0,94.0
676.0,94.0
677.0,94.0
678.0,94.0
679.0,94.0
680.0,94.0
681.0,94.0
682.0,93.0
683.0,93.0
684.0,93.0
685.0,93.0
686.0,93.0
687.0,93.0
688.0,94.0
689.0,94.0
690.0,94.0
691.0,94.0
692.0,94.0
693.0,94.0
694.0,93.0
695.0,93.0
696.0,93.0
697.0,93.0
698.0,93.0
699.0,93.0
700.0,93.0
701.0,93.0
702.0,93.0
703.0,93.0
704.0,93.0
705.0,93.0
706.0,93.0
707.0,94.0
708.0,94.0
709.0,94.0
710.0,94.0
