wavelength_nm,T_percent
315.0,15.0
316.0,15.0
317.0,15.0
318.0,15.0
319.0,15.0
320.0,15.0
321.0,15.0
322.0,15.0
323.0,15.0
324.0,15.0
325.0,15.0
326.0,15.0
327.0,15.0
328.0,15.0
329.0,15.0
330.0,15.0
331.0,15.0
332.0,15.0
333.0,15.0
334.0,15.0
335.0,15.0
336.0,15.0
337.0,15.0
338.0,15.0
339.0,15.0
340.0,15.0
341.0,16.0
342.0,16.0
343.0,16.0
344.0,16.0
345.0,16.0
346.0,16.0
347.0,16.0
348.0,16.0
349.0,16.0
350.0,16.0
351.0,16.0
352.0,16.0
353.0,16.0
354.0,16.0
355.0,16.0
356.0,16.0
357.0,16.0
358.0,16.0
359.0,16.0
360.0,16.0
361.0,16.0
362.0,16.0
363.0,16.0
364.0,16.0
365.0,16.0
366.0,16.0
367.0,16.0
368.0,16.0
369.0,16.0
370.0,16.0
371.0,16.0
372.0,16.0
373.0,16.0
374.0,16.0
375.0,16.0
376.0,16.0
377.0,16.0
378.0,16.0
379.0,16.0
380.0,16.0
381.0,16.0
382.0,16.0
383.0,16.0
384.0,16.0
385.0,16.0
386.0,16.0
387.0,16.0
388.0,16.0
389.0,16.0
390.0,16.0
391.0,16.0
392.0,16.0
393.0,16.0
394.0,16.0
395.0,15.0
396.0,15.0
397.0,15.0
398.0,15.0
399.0,15.0
400.0,15.0
401.0,15.0
402.0,15.0
403.0,15.0
404.0,15.0
405.0,15.0
406.0,15.0
407.0,15.0
408.0,15.0
409.0,15.0
410.0,15.0
411.0,15.0
412.0,15.0
413.0,15.0
414.0,15.0
415.0,15.0
416.0,15.0
417.0,15.0
418.0,15.0
419.0,15.0
420.0,15.0
421.0,15.0
422.0,15.0
423.0,15.0
424.0,15.0
425.0,15.0
426.0,15.0
427.0,14.0
428.0,14.0
429.0,14.0
430.0,14.0
431.0,14.0
432.0,14.0
433.0,14.0
434.0,14.0
435.0,14.0
436.0,14.0
437.0,14.0
438.0,14.0
439.0,14.0
440.0,14.0
441.0,14.0
442.0,14.0
443.0,14.0
444.0,14.0
445.0,14.0
446.0,14.0
447.0,14.0
448.0,14.0
449.0,14.0
450.0,14.0
451.0,14.0
452.0,14.0
453.0,14.0
454.0,14.0
455.0,14.0
456.0,14.0
457.0,14.0
458.0,14.0
459.0,14.0
460.0,14.0
461.0,14.0
462.0,14.0
463.0,14.0
464.0,14.0
465.0,14.0
466.0,14.0
467.0,14.0
468.0,14.0
469.0,14.0
470.0,14.0
471.0,14.0
472.0,14.0
473.0,14.0
474.0,14.0
475.0,14.0
476.0,14.0
477.0,14.0
478.0,14.0
479.0,14.0
480.0,14.0
481.0,14.0
482.0,14.0
483.0,14.0
484.0,14.0
485.0,14.0
486.0,14.0
487.0,14.0
488.0,14.0
489.0,14.0
490.0,14.0
491.0,14.0
492.0,14.0
493.0,13.0
494.0,13.0
495.0,13.0
496.0,13.0
497.0,13.0
498.0,13.0
499.0,13.0
500.0,13.0
501.0,13.0
502.0,13.0
503.0,13.0
504.0,13.0
505.0,13.0
506.0,13.0
507.0,13.0
508.0,13.0
509.0,13.0
510.0,13.0
511.0,13.0
512.0,13.0
513.0,13.0
514.0,13.0
515.0,13.0
516.0,13.0
517.0,13.0
518.0,13.0
519.0,13.0
520.0,13.0
521.0,13.0
522.0,13.0
523.0,13.0
524.0,13.0
525.0,13.0
526.0,13.0
527.0,13.0
528.0,13.0
529.0,13.0
530.0,13.0
531.0,13.0
532.0,13.0
533.0,13.0
534.0,13.0
535.0,13.0
536.0,13.0
537.0,13.0
538.0,13.0
539.0,13.0
540.0,13.0
541.0,13.0
542.0,13.0
543.0,13.0
544.0,13.0
545.0,13.0
546.0,13.0
547.0,13.0
548.0,13.0
549.0,13.0
550.0,13.0
551.0,12.0
552.0,12.0
553.0,12.0
554.0,12.0
555.0,12.0
556.0,12.0
557.0,12.0
558.0,12.0
559.0,12.0
560.0,12.0
561.0,12.0
562.0,12.0
563.0,12.0
564.0,12.0
565.0,12.0
566.0,12.0
567.0,12.0
568.0,12.0
569.0,12.0
570.0,12.0
571.0,12.0
572.0,12.0
573.0,12.0
574.0,12.0
575.0,12.0
576.0,12.0
577.0,12.0
578.0,12.0
579.0,12.0
580.0,12.0
581.0,12.0
582.0,12.0
583.0,12.0
584.0,12.0
585.0,12.0
586.0,12.0
587.0,12.0
588.0,12.0
589.0,12.0
590.0,12.0
591.0,12.0
592.0,12.0
593.0,12.0
594.0,12.0
595.0,12.0
596.0,12.0
597.0,12.0
598.0,12.0
599.0,12.0
600.0,12.0
601.0,12.0
602.0,11.0
603.0,11.0
604.0,11.0
605.0,11.0
606.0,11.0
607.0,11.0
608.0,11.0
609.0,11.0
610.0,11.0
611.0,11.0
612.0,11.0
613.0,11.0
614.0,11.0
615.0,11.0
616.0,11.0
617.0,11.0
618.0,11.0
619.0,11.0
620.0,11.0
621.0,11.0
622.0,11.0
623.0,11.0
624.0,11.0
625.0,11.0
626.0,11.0
627.0,11.0
628.0,11.0
629.0,11.0
630.0,11.0
631.0,11.0
632.0,11.0
633.0,11.0
634.0,11.0
635.0,11.0
636.0,11.0
637.0,11.0
638.0,11.0
639.0,11.0
640.0,11.0
641.0,11.0
642.0,11.0
643.0,11.0
644.0,11.0
645.0,11.0
646.0,11.0
647.0,11.0
648.0,11.0
649.0,11.0
650.0,11.0
651.0,11.0
652.0,11.0
653.0,11.0
654.0,11.0
655.0,11.0
656.0,11.0
657.0,11.0
658.0,11.0
659.0,11.0
660.0,11.0
661.0,11.0
662.0,11.0
663.0,10.0
664.0,10.0
665.0,10.0
666.0,10.0
667.0,10.0
668.0,10.0
669.0,10.0
670.0,10.0
671.0,10.0
672.0,10.0
673.0,10.0
674.0,10.0
675.0,10.0
676.0,10.0
677.0,10.0
678.0,10.0
679.0,10.0
680.0,10.0
681.0,10.0
682.0,10.0
683.0,10.0
684.0,10.0
685.0,10.0
686.0,10.0
687.0,10.0
688.0,10.0
689.0,10.0
690.0,10.0
691.0,10.0
692.0,10.0
693.0,10.0
694.0,10.0
695.0,10.0
696.0,10.0
697.0,10.0
698.0,10.0
699.0,10.0
700.0,10.0
701.0,10.0
702.0,10.0
703.0,10.0
704.0,10.0
705.0,10.0
706.0,10.0
707.0,10.0
708.0,10.0
709.0,10.0
710.0,10.0
711.0,10.0
712.0,10.0
713.0,10.0
714.0,10.0
715.0,10.0
716.0,10.0
717.0,10.0
718.0,10.0
719.0,10.0
720.0,10.0
721.0,10.0
722.0,10.0
723.0,10.0
724.0,10.0
725.0,10.0
726.0,10.0
727.0,10.0
728.0,10.0
729.0,10.0
730.0,10.0
731.0,10.0
732.0,10.0
733.0,10.0
734.0,10.0
735.0,10.0
736.0,10.0
737.0,10.0
738.0,10.0
739.0,10.0
740.0,10.0
741.0,10.0
742.0,10.0
743.0,10.0
744.0,10.0
745.0,10.0
746.0,10.0
747.0,10.0
748.0,10.0
749.0,10.0
750.0,10.0
751.0,10.0
752.0,10.0
753.0,10.0
754.0,10.0
755.0,10.0
756.0,10.0
757.0,10.0
758.0,10.0
759.0,10.0
760.0,10.0
761.0,10.0
762.0,10.0
763.0,10.0
764.0,10.0
765.0,10.0
766.0,10.0
767.0,10.0
768.0,10.0
769.0,11.0
770.0,11.0
771.0,11.0
772.0,11.0
773.0,10.0
774.0,10.0
775.0,10.0
776.0,10.0
777.0,10.0
778.0,10.0
779.0,10.0
780.0,10.0
781.0,10.0
782.0,10.0
783.0,10.0
784.0,10.0
785.0,10.0
786.0,10.0
787.0,10.0
788.0,10.0
789.0,10.0
790.0,10.0
791.0,10.0
792.0,10.0
793.0,10.0
794.0,10.0
795.0,10.0
796.0,10.0
797.0,10.0
798.0,10.0
799.0,10.0
800.0,10.0
